date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:04:18	3108/3108	---M--	200	added ('OK')	image/png	etag:%22c24-54171ec5-126a661ce536ab69%22	http://www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/soundcloud.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/soundcloud.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:18	1044/1044	---M--	200	added ('OK')	image/png	etag:%22414-54171ec4-a03a7f2f42b01426%22	http://www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/22tracks.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/22tracks.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:18	920/920	---M--	200	added ('OK')	image/png	etag:%22398-5417210c-879ffb5b62b0b423%22	http://www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/hypem.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/hypem.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:19	748/748	---M--	200	added ('OK')	image/png	etag:%222ec-54171ec5-ef7177c702b1542c%22	http://www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/shufflerfm.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/shufflerfm.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:19	3503/3503	---M--	200	added ('OK')	image/png	etag:%22daf-54171ec5-35cfe268c5360b6c%22	http://www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/rss.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/themes/bluecassia/images/icons/rss.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:19	4472/4472	---M--	200	added ('OK')	image/png	etag:%221178-4dfcfd87-2fac8c748c38691d%22	http://www.thebluewalrus.com/wp-content/uploads/2011/06/descrier-300x70.png	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/www.thebluewalrus.com/wp-content/uploads/2011/06/descrier-300x70.png	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:20	1378/1378	---M-Z	200	added ('OK')	application/javascript	etag:%22562-559aeaaa-39e2d98b24a99890%22	http://thebluewalrus.com/wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/plugins/jetpack/modules/photon/photonb3d9.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:20	23384/23384	---M--	200	added ('OK')	image/jpeg	etag:%225b58-5582cc9e-39a4417ce0640556%22	http://thebluewalrus.com/wp-content/uploads/2015/06/wolf-alice-my-love-is-cool-580x580.jpg	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/uploads/2015/06/wolf-alice-my-love-is-cool-580x580.jpg	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:20	3718/3718	---M-Z	200	added ('OK')	application/javascript	etag:%22e86-54481235-aa92a4e89c5d3356%22	http://thebluewalrus.com/wp-content/plugins/monarch/js/ouibounce.js?ver=1.0	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/plugins/monarch/js/ouibounce5152.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:20	18667/18667	---M-Z	200	added ('OK')	application/javascript	etag:%2248eb-54481235-5cea39a47c5e534d%22	http://thebluewalrus.com/wp-content/plugins/monarch/js/custom.js?ver=1.0	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/plugins/monarch/js/custom5152.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:21	9885/9885	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2003%20Jul%202015%2002:05:44%20GMT	http://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=201528	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/s0.wp.com/wp-content/js/devicepx-jetpackbcb7.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:21	2844/2844	---M-Z	200	added ('OK')	application/javascript	etag:%22b1c-5538e6e2-f18807718dfa5f08%22	http://thebluewalrus.com/wp-content/themes/cassia/js/manna.js?ver=4.2.2	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/themes/cassia/js/manna3a05.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:21	1751/1751	---M-Z	200	added ('OK')	application/javascript	etag:%226d7-5538e6e2-2b3692de4a7d0048%22	http://thebluewalrus.com/wp-content/themes/cassia/js/jquery.mobilemenu.js?ver=4.2.2	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/themes/cassia/js/jquery.mobilemenu3a05.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:22	1717/1717	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254fdeb62-6b5%22	http://platform.tumblr.com/v1/share.js?ver=4.2.2	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/platform.tumblr.com/v1/share3a05.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
03:04:22	51909/51909	---M-Z	200	added ('OK')	application/javascript	etag:%22cac5-5538e6e2-d62d8305adfaff0d%22	http://thebluewalrus.com/wp-content/themes/cassia/js/jquery.flexslider.js?ver=4.2.2	C:/Users/Ross/Documents/Work/scrap/blueWalrus/walrus/thebluewalrus.com/wp-content/themes/cassia/js/jquery.flexslider3a05.js	(from http://thebluewalrus.com/2015/06/18/five-albums-to-watch-out-for-this-summer/)
